,customerEmail,transactionId,orderId,paymentMethodId,paymentMethodRegistrationFailure,paymentMethodType,paymentMethodProvider,transactionAmount,transactionFailed,orderState,customerPhone,customerDevice,customerIPAddress,customerBillingAddress,No_Transactions,No_Orders,No_Payments,Fraud,State,PaypalPayments,ApplePayments,CardPayments,BitcoinPayments,OrdersFulfilled,OrdersPending,OrdersFailed,JCB_16,AmericanExp,VISA_16,Discover,Voyager,VISA_13,Maestro,Mastercard,DC_CB,JCB_15
262,ksummers@hotmail.com,7p73brx2,ni3keo,ahnb9wv33,0,card,VISA 13 digit,45,1,fulfilled,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",7,5,4,False,DC,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
263,ksummers@hotmail.com,i8zlhilq,vvo42o,12sooz8hm,0,bitcoin,Maestro,28,0,fulfilled,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",7,5,4,False,DC,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
264,ksummers@hotmail.com,zwl18ddd,vvo42o,ahnb9wv33,0,card,VISA 13 digit,28,1,fulfilled,1-023-275-4692,2ngkzu1idwxintmxwmgn,184.97.57.11,"46383 Matthew Track Apt. 220
Romanburgh, DC 95125",7,5,4,False,DC,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
265,christineklein@wright-boyd.org,fgobyd98,abc26t,9pfrhknoz,0,bitcoin,VISA 16 digit,10,0,fulfilled,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",4,4,3,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,christineklein@wright-boyd.org,c4fephmj,bdzhkd,ow9u8ogs4,0,card,VISA 16 digit,45,0,pending,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",4,4,3,False,ND,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
267,christineklein@wright-boyd.org,07hkhmmf,l8smyt,ow9u8ogs4,0,card,VISA 16 digit,46,0,fulfilled,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",4,4,3,False,ND,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
268,christineklein@wright-boyd.org,jz6qu6zy,0esxhp,ow9u8ogs4,0,card,VISA 16 digit,16,0,fulfilled,897-464-6425x941,j8cp1uydkuyza2eo0mir,4304:521a:e1c3:766b:21f3:ac3:4ab2:5a2,"67636 Renee Islands Suite 307
Teresaview, ND 09042",4,4,3,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
269,meganwalters@chavez.com,bhil44kr,ooxrwm,o2ct2h9fp,0,card,Mastercard,43,1,fulfilled,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",4,2,1,False,IL,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
270,meganwalters@chavez.com,nw0a0y9s,ooxrwm,o2ct2h9fp,0,card,Mastercard,43,0,fulfilled,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",4,2,1,False,IL,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
271,meganwalters@chavez.com,enl54gvp,2p3zor,o2ct2h9fp,0,card,Mastercard,34,1,fulfilled,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",4,2,1,False,IL,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
272,meganwalters@chavez.com,hkcfpxan,2p3zor,o2ct2h9fp,0,card,Mastercard,34,0,fulfilled,(522)133-8741x643,qsxqbn6qjxkni7f813qn,98.229.160.246,"7541 Olson Glens
Ballshire, IL 29415",4,2,1,False,IL,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
273,caleb94@sutton.info,n7vnyysr,49zp0m,5a44rykx3,0,card,VISA 16 digit,19,0,failed,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False,SD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,caleb94@sutton.info,mx7hay87,eqpu3r,5a44rykx3,0,card,VISA 16 digit,46,0,fulfilled,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False,SD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
275,caleb94@sutton.info,vby375q9,gzlvco,5a44rykx3,0,card,VISA 16 digit,39,0,fulfilled,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False,SD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
276,caleb94@sutton.info,1ti2lm0o,p1yden,5a44rykx3,0,card,VISA 16 digit,35,0,fulfilled,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False,SD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
277,caleb94@sutton.info,fwq4f8bn,bkvs1p,5a44rykx3,0,card,VISA 16 digit,46,0,failed,07452086668,lixwrlvcr4g5ht600dk9,2efe:240f:cc33:306:8e47:b8d5:b466:f12a,"813 Miller Lakes
Lake Christina, SD 29778-1298",5,5,2,False,SD,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,gonzalesjackson@gmail.com,zcnztn97,s7dg4a,7964l78jo,0,apple pay,VISA 16 digit,50,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True,NH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
279,gonzalesjackson@gmail.com,zx8st0gu,jlzkil,7964l78jo,0,apple pay,VISA 16 digit,41,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True,NH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
280,gonzalesjackson@gmail.com,fzvbpn58,f8bsyg,7964l78jo,0,apple pay,VISA 16 digit,44,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True,NH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
281,gonzalesjackson@gmail.com,1wa1s613,u3ogjs,7964l78jo,0,apple pay,VISA 16 digit,41,0,fulfilled,1-410-373-1228x129,hmkn4nmfc5q5mgify2zw,229.2.225.188,"566 Courtney Stream
Reedland, NH 84853",4,4,1,True,NH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
282,dana09@yahoo.com,3cryzmi3,giqilg,ww9fq10ca,0,bitcoin,JCB 16 digit,12,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
283,dana09@yahoo.com,koade5oa,giqilg,1lejsiqz7,0,card,JCB 16 digit,12,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
284,dana09@yahoo.com,2yzkbxnq,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
285,dana09@yahoo.com,okdmow3s,g56nmt,1lejsiqz7,0,card,JCB 16 digit,33,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
286,dana09@yahoo.com,wt1g1zul,g56nmt,ww9fq10ca,0,bitcoin,JCB 16 digit,33,1,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
287,dana09@yahoo.com,scls9w4j,2ai67b,1lejsiqz7,0,card,JCB 16 digit,40,0,fulfilled,515.708.2280x105,wb0uylp0rwy01x5j1jzd,166.148.66.158,"812 Moss Radial Suite 844
North Patriciaburgh, MH 13975",6,3,2,False,MH,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
288,alec27@bell.com,jbnf5zpw,28xxko,6n2psn50k,0,card,Voyager,34,0,pending,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289,alec27@bell.com,60kuyxra,iyl91j,6n2psn50k,0,card,Voyager,12,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
290,alec27@bell.com,gj13pt1o,j7ene4,6n2psn50k,0,card,Voyager,30,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,alec27@bell.com,u6wa5ysx,j7ene4,6n2psn50k,0,card,Voyager,30,1,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
292,alec27@bell.com,vfrua0id,j7ene4,366dsl3w0,0,card,VISA 16 digit,30,1,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
293,alec27@bell.com,jh5r2s3s,mir5zf,366dsl3w0,0,card,VISA 16 digit,22,0,fulfilled,895-224-8246x9667,cq5wya63n1w79o0hlnpm,128.61.46.131,"6174 Nicholas Cliffs Suite 855
Websterview, MN 44283-0599",6,4,2,False,MN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
294,juliecook@hotmail.com,5855qbk5,p6g2g0,rqpuq19z6,0,card,Voyager,11,0,fulfilled,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",2,2,1,False,ND,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
295,juliecook@hotmail.com,6lf1jy8o,7y5qly,rqpuq19z6,0,card,Voyager,14,0,fulfilled,1-412-734-7967x67388,sj72s0k7wxdrxu3rcmba,61ba:a72b:5401:db1a:9833:d0da:254c:2369,"1750 Alicia Shoals Apt. 000
South Benjamin, ND 75373",2,2,1,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
296,meganberry@clark.biz,74b4ih1u,1d19rh,bcetnywn4,0,card,JCB 16 digit,37,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False,TN,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
297,meganberry@clark.biz,1u5d7k9y,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False,TN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
298,meganberry@clark.biz,o4z2x2e9,deh1ao,bcetnywn4,0,card,JCB 16 digit,42,1,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False,TN,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,meganberry@clark.biz,85k8mjpo,xdmwyo,bcetnywn4,0,card,JCB 16 digit,11,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False,TN,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
300,meganberry@clark.biz,ubm4tzca,00z9c8,bcetnywn4,0,card,JCB 16 digit,29,0,fulfilled,1-991-846-6271x54037,2vpovzopjoqppeqfa5nw,73.182.31.59,"34944 Glenn Mountain
Sherryhaven, TN 36252",5,4,2,False,TN,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
301,psantiago@nelson.net,6p2l2jxb,f5vg4r,yngba9iss,0,paypal,JCB 16 digit,31,0,fulfilled,885.682.0863,qx6nhdabeaj329zdri0o,81.13.103.118,"238 Reeves Villages
Leslieton, SD 12318-4476",1,1,1,False,SD,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
302,harrisnicholas@mitchell-hancock.com,k5x38nss,xxn508,1adbjdqx8,0,card,American Express,33,0,failed,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
303,harrisnicholas@mitchell-hancock.com,6mas9ujn,5vvhqu,1adbjdqx8,0,card,American Express,47,1,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
304,harrisnicholas@mitchell-hancock.com,gkolnfbh,5vvhqu,llpmu63n4,0,apple pay,Mastercard,47,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
305,harrisnicholas@mitchell-hancock.com,vynq8mn9,o5mg40,1adbjdqx8,0,card,American Express,25,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
306,harrisnicholas@mitchell-hancock.com,3qr93r9x,dfwo2l,1adbjdqx8,0,card,American Express,25,0,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
307,harrisnicholas@mitchell-hancock.com,5ccytrgf,dfwo2l,llpmu63n4,0,apple pay,Mastercard,25,1,fulfilled,(922)411-5121x98410,y3m3px7h46gor851y1pu,58.13.30.104,"357 Barbara Crossroad
Jacobsburgh, WY 09289-9170",6,4,2,False,WY,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
308,davismike@hotmail.com,74rrit1l,j8w6hq,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,33,0,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
309,davismike@hotmail.com,15adxvt9,vo9fep,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,48,0,failed,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
310,davismike@hotmail.com,lyq2dt5j,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,0,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
311,davismike@hotmail.com,upzpdr9y,yqijlk,otujzzu3i,1,bitcoin,Diners Club / Carte Blanche,11,1,fulfilled,467-222-0933x910,4hzaaor6es3iyuiavyio,162.48.39.230,"07078 Brent Ways Apt. 999
Alvarezshire, ND 82309",4,3,1,False,ND,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
312,natalie98@yahoo.com,c60my23d,ssdsca,kafhtdkmr,0,card,VISA 16 digit,23,0,fulfilled,02934317865,x5ts382m7jezato91fjz,89e:31aa:e9e2:90ea:aa00:4a8c:805c:20ea,"23831 Adams Tunnel Suite 538
North David, NE 92200-7011",1,1,1,False,NE,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
313,karen54@mullins.biz,cw2apg23,xm4p49,4rdcaqhb7,1,card,American Express,38,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
314,karen54@mullins.biz,dgx25sxc,w3av5p,4rdcaqhb7,1,card,American Express,12,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
315,karen54@mullins.biz,o16cfq48,w3av5p,wlywsk5au,0,card,VISA 16 digit,12,1,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
316,karen54@mullins.biz,r3gj74vr,w3av5p,4rdcaqhb7,1,card,American Express,12,1,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
317,karen54@mullins.biz,n47dl09n,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,1,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
318,karen54@mullins.biz,q8z8feru,94y9qn,wlywsk5au,0,card,VISA 16 digit,15,0,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
319,karen54@mullins.biz,5vwwh56j,h0j383,4rdcaqhb7,1,card,American Express,11,0,fulfilled,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
320,karen54@mullins.biz,lkq1ib9d,8iq07j,wlywsk5au,0,card,VISA 16 digit,39,0,failed,1-019-956-8013,ybz490o0v5781808jtzw,61.219.235.129,"526 Ronald Cliffs
West Christinaville, GU 76418",8,5,2,False,GU,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
321,avaldez@gmail.com,j8cy8qqf,uotwbi,ogeeyw724,0,paypal,Maestro,19,1,fulfilled,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,False,UT,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
322,avaldez@gmail.com,n4lw10e3,uotwbi,ogeeyw724,0,paypal,Maestro,19,0,fulfilled,203-573-2041,bwgvb5w8dm6upvi7ucqc,46.130.37.206,"304 Heather Fall
East Christina, UT 45880-4522",2,1,1,False,UT,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
323,blackjoel@wright.com,ueos82ny,f3zu8d,jud25x4mo,0,card,Maestro,45,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False,N/A,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
324,blackjoel@wright.com,p5gx6q9w,kv9he2,jud25x4mo,0,card,Maestro,50,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False,N/A,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,blackjoel@wright.com,2zbevcd8,cs48h5,jud25x4mo,0,card,Maestro,42,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False,N/A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
326,blackjoel@wright.com,r1r4ce3k,eonqhv,jud25x4mo,0,card,Maestro,10,0,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False,N/A,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,blackjoel@wright.com,er8zjgzm,zxk81a,jud25x4mo,0,card,Maestro,30,1,fulfilled,621.591.0560,smxfahki83m4rgsvgvki,9717:f390:29c6:8d60:aee7:a054:1b90:9493,"Unit 0643 Box 8346
DPO AA 55632-6780",6,5,1,False,N/A,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
